locus	category	family	chrom	start	end	strand	source	gene_id	transcript_id	repFamily	repName	intModel	l1base_id
HERVH_10p14a	prototype	prototype	chr10	6629579	6635541	-	rmsk	HERVH_10p14a	HERVH_10p14a	ERV1	LTR7	HERVH-int	
HERVH_10p14b	prototype	prototype	chr10	6797083	6802953	-	rmsk	HERVH_10p14b	HERVH_10p14b	ERV1	LTR7	HERVH-int	
HML2_10p14	prototype	prototype	chr10	6824179	6833641	-	rmsk	HML2_10p14	HML2_10p14	ERVK	LTR5_Hs	HERVK-int	
ERVLE_10p14a	internal	internal	chr10	7469101	7470236	+	rmsk	ERVLE_10p14a	ERVLE_10p14a	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_10p14a	prototype	prototype	chr10	7813000	7816802	+	rmsk	ERV316A3_10p14a	ERV316A3_10p14a	ERVL	LTR16A	ERV3-16A3_I-int	
ERVLE_10p14b	internal	internal	chr10	9314231	9316202	-	rmsk	ERVLE_10p14b	ERVLE_10p14b	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_10p14c	internal	internal	chr10	9376793	9378935	-	rmsk	ERVLE_10p14c	ERVLE_10p14c	ERVL	ERVL-E-int	ERVL-E-int	
HERVL_10p14	oneside	oneside	chr10	9409359	9411315	+	rmsk	HERVL_10p14	HERVL_10p14	ERVL	HERVL-int	HERVL-int	
ERVLE_10p14d	internal	internal	chr10	9694501	9697061	-	rmsk	ERVLE_10p14d	ERVLE_10p14d	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_10p14b	internal	internal	chr10	9755060	9759571	-	rmsk	ERV316A3_10p14b	ERV316A3_10p14b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_10p14c	internal	internal	chr10	9807928	9809808	-	rmsk	ERV316A3_10p14c	ERV316A3_10p14c	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLE_10p14e	oneside	oneside	chr10	9812618	9814609	-	rmsk	ERVLE_10p14e	ERVLE_10p14e	ERVL	MLT2F	ERVL-E-int	
ERVLE_10p14f	oneside	oneside	chr10	10118351	10122792	+	rmsk	ERVLE_10p14f	ERVLE_10p14f	ERVL	MLT2E	ERVL-E-int	
ERV316A3_10p14d	oneside	oneside	chr10	10122943	10125618	-	rmsk	ERV316A3_10p14d	ERV316A3_10p14d	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLE_10p14g	internal	internal	chr10	10327633	10328495	-	rmsk	ERVLE_10p14g	ERVLE_10p14g	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_10p14h	internal	internal	chr10	10387877	10391051	-	rmsk	ERVLE_10p14h	ERVLE_10p14h	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_10p14i	internal	internal	chr10	10444760	10446557	+	rmsk	ERVLE_10p14i	ERVLE_10p14i	ERVL	ERVL-E-int	ERVL-E-int	
ERVLB4_10p14	internal	internal	chr10	10766093	10767170	-	rmsk	ERVLB4_10p14	ERVLB4_10p14	ERVL	ERVL-B4-int	ERVL-B4-int	
ERVL_10p14	internal	internal	chr10	11491174	11492266	+	rmsk	ERVL_10p14	ERVL_10p14	ERVL	ERVL-int	ERVL-int	
ERVLE_10p13a	internal	internal	chr10	12893390	12895593	-	rmsk	ERVLE_10p13a	ERVLE_10p13a	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_10p13b	internal	internal	chr10	13003971	13007597	-	rmsk	ERVLE_10p13b	ERVLE_10p13b	ERVL	ERVL-E-int	ERVL-E-int	
MER61_10p13	prototype	prototype	chr10	13066618	13072809	+	rmsk	MER61_10p13	MER61_10p13	ERV1	MER61C	MER61-int	
HERVIP10FH_10p13	oneside	oneside	chr10	13079022	13081163	+	rmsk	HERVIP10FH_10p13	HERVIP10FH_10p13	ERV1	LTR10E	HERVIP10FH-int	
HERVE_10p13a	internal	internal	chr10	14980513	14982700	-	rmsk	HERVE_10p13a	HERVE_10p13a	ERV1	HERVE-int	HERVE-int	
HERVE_10p13b	internal	internal	chr10	14990821	14994887	-	rmsk	HERVE_10p13b	HERVE_10p13b	ERV1	HERVE-int	HERVE-int	
HERVE_10p13c	internal	internal	chr10	15013301	15015356	-	rmsk	HERVE_10p13c	HERVE_10p13c	ERV1	HERVE-int	HERVE-int	
ERVLB4_10p13a	oneside	oneside	chr10	15390575	15391895	-	rmsk	ERVLB4_10p13a	ERVLB4_10p13a	ERVL	MLT2C1	ERVL-B4-int	
ERVLB4_10p13b	oneside	oneside	chr10	16067848	16069020	+	rmsk	ERVLB4_10p13b	ERVLB4_10p13b	ERVL	MLT2B4	ERVL-B4-int	
HERVL_10p13a	oneside	oneside	chr10	16164982	16171514	-	rmsk	HERVL_10p13a	HERVL_10p13a	ERVL	MLT2A1	HERVL-int	
ERVLB4_10p13c	oneside	oneside	chr10	16183678	16192827	-	rmsk	ERVLB4_10p13c	ERVLB4_10p13c	ERVL	ERVL-B4-int	ERVL-B4-int	
ERV316A3_10p13a	internal	internal	chr10	16234878	16236343	+	rmsk	ERV316A3_10p13a	ERV316A3_10p13a	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVL_10p13b	internal	internal	chr10	16447745	16449831	-	rmsk	HERVL_10p13b	HERVL_10p13b	ERVL	HERVL-int	HERVL-int	
HERVL_10p13c	oneside	oneside	chr10	16449911	16451399	-	rmsk	HERVL_10p13c	HERVL_10p13c	ERVL	HERVL-int	HERVL-int	
HERV9_10p13	prototype	prototype	chr10	17011188	17018975	-	rmsk	HERV9_10p13	HERV9_10p13	ERV1	LTR12	HERV9-int	
ERV316A3_10p13b	oneside	oneside	chr10	17250750	17255221	-	rmsk	ERV316A3_10p13b	ERV316A3_10p13b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
MER4_10p12.33	prototype	prototype	chr10	17379427	17385917	+	rmsk	MER4_10p12.33	MER4_10p12.33	ERV1	MER4A1	MER4-int	
HERVH_10p12.33	oneside	oneside	chr10	17630037	17632161	-	rmsk	HERVH_10p12.33	HERVH_10p12.33	ERV1	HERVH-int	HERVH-int	
ERV316A3_10p12.33	oneside	oneside	chr10	18006456	18008712	-	rmsk	ERV316A3_10p12.33	ERV316A3_10p12.33	ERVL	LTR16E2	ERV3-16A3_I-int	
HERVIP10F_10p12.31	oneside	oneside	chr10	18573539	18578111	+	rmsk	HERVIP10F_10p12.31	HERVIP10F_10p12.31	ERV1	HERVIP10F-int	HERVIP10F-int	
ERVLB4_10p12.31	oneside	oneside	chr10	18874333	18879700	+	rmsk	ERVLB4_10p12.31	ERVLB4_10p12.31	ERVL	ERVL-B4-int	ERVL-B4-int	
MER34B_10p12.31	unknown	unknown	chr10	19515943	19517902	-	rmsk	MER34B_10p12.31	MER34B_10p12.31	ERV1	MER34B-int	MER34B-int	
HERVH_10p12.31	prototype	prototype	chr10	20119204	20124934	-	rmsk	HERVH_10p12.31	HERVH_10p12.31	ERV1	LTR7	HERVH-int	
HERVL40_10p12.31a	internal	internal	chr10	21636985	21639125	-	rmsk	HERVL40_10p12.31a	HERVL40_10p12.31a	ERVL	HERVL40-int	HERVL40-int	
HERVL40_10p12.31b	prototype	prototype	chr10	21813720	21815543	+	rmsk	HERVL40_10p12.31b	HERVL40_10p12.31b	ERVL	LTR40b	HERVL40-int	
HERVL40_10p12.31c	oneside	oneside	chr10	22096580	22098877	-	rmsk	HERVL40_10p12.31c	HERVL40_10p12.31c	ERVL	LTR40c	HERVL40-int	
HERV9_10p12.31	prototype	prototype	chr10	22138857	22146509	+	rmsk	HERV9_10p12.31	HERV9_10p12.31	ERV1	LTR12F	HERV9-int	
ERV316A3_10p12.31	oneside	oneside	chr10	22218395	22220897	+	rmsk	ERV316A3_10p12.31	ERV316A3_10p12.31	ERVL	LTR16	ERV3-16A3_I-int	
ERVLE_10p12.31	internal	internal	chr10	22296514	22297364	+	rmsk	ERVLE_10p12.31	ERVLE_10p12.31	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_10p12.2	oneside	oneside	chr10	22422045	22425685	+	rmsk	ERV316A3_10p12.2	ERV316A3_10p12.2	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
MER61_10p12.2	prototype	prototype	chr10	22825722	22831839	-	rmsk	MER61_10p12.2	MER61_10p12.2	ERV1	MER61A	MER61-int	
HERVW_10p12.2	prototype	prototype	chr10	23296192	23302161	-	rmsk	HERVW_10p12.2	HERVW_10p12.2	ERV1	LTR17	HERV17-int	
ERVLE_10p12.2a	internal	internal	chr10	23337763	23339497	+	rmsk	ERVLE_10p12.2a	ERVLE_10p12.2a	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_10p12.2b	internal	internal	chr10	23647486	23648710	-	rmsk	ERVLE_10p12.2b	ERVLE_10p12.2b	ERVL	ERVL-E-int	ERVL-E-int	
MER41_10p12.1	oneside	oneside	chr10	25121537	25124380	+	rmsk	MER41_10p12.1	MER41_10p12.1	ERV1	MER41-int	MER41-int	
HERVH_10p12.1a	prototype	prototype	chr10	25716421	25722926	+	rmsk	HERVH_10p12.1a	HERVH_10p12.1a	ERV1	LTR7	HERVH-int	
HERVH_10p12.1b	prototype	prototype	chr10	25768956	25774917	-	rmsk	HERVH_10p12.1b	HERVH_10p12.1b	ERV1	LTR7	HERVH-int	
ERVLB4_10p12.1a	oneside	oneside	chr10	25880671	25885881	+	rmsk	ERVLB4_10p12.1a	ERVLB4_10p12.1a	ERVL	ERVL-B4-int	ERVL-B4-int	
PABLA_10p12.1	oneside	oneside	chr10	26332116	26334601	+	rmsk	PABLA_10p12.1	PABLA_10p12.1	ERV1	PABL_A	PABL_A-int	
HERVL40_10p12.1	prototype	prototype	chr10	26778654	26786076	+	rmsk	HERVL40_10p12.1	HERVL40_10p12.1	ERVL	LTR40a	HERVL40-int	
PRIMA4_10p12.1	mergeable*	mergeable*	chr10	26979406	26999995	-	rmsk	PRIMA4_10p12.1	PRIMA4_10p12.1	ERV1	PRIMA4-int	PRIMA4-int	
ERVLB4_10p12.1b	prototype	prototype	chr10	27424404	27432620	+	rmsk	ERVLB4_10p12.1b	ERVLB4_10p12.1b	ERVL	MLT2C1	ERVL-B4-int	
HERVH_10p12.1c	prototype	prototype	chr10	27465310	27470937	+	rmsk	HERVH_10p12.1c	HERVH_10p12.1c	ERV1	LTR7	HERVH-int	
ERV316A3_10p12.1a	oneside	oneside	chr10	28003642	28005566	-	rmsk	ERV316A3_10p12.1a	ERV316A3_10p12.1a	ERVL	LTR16	ERV3-16A3_I-int	
ERVLE_10p12.1a	internal	internal	chr10	28005750	28007544	+	rmsk	ERVLE_10p12.1a	ERVLE_10p12.1a	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_10p12.1b	internal	internal	chr10	28419974	28421564	-	rmsk	ERV316A3_10p12.1b	ERV316A3_10p12.1b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLE_10p12.1b	internal	internal	chr10	28426133	28426801	+	rmsk	ERVLE_10p12.1b	ERVLE_10p12.1b	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_10p12.1c	internal	internal	chr10	28427138	28429462	+	rmsk	ERVLE_10p12.1c	ERVLE_10p12.1c	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_10p12.1c	oneside	oneside	chr10	28847784	28849979	+	rmsk	ERV316A3_10p12.1c	ERV316A3_10p12.1c	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HARLEQUIN_10p11.23a	oneside	oneside	chr10	29360435	29365069	-	rmsk	HARLEQUIN_10p11.23a	HARLEQUIN_10p11.23a	ERV1	LTR2B	Harlequin-int	
HERVIP10FH_10p11.23	oneside	oneside	chr10	29436720	29439409	-	rmsk	HERVIP10FH_10p11.23	HERVIP10FH_10p11.23	ERV1	HERVIP10FH-int	HERVIP10FH-int	
HARLEQUIN_10p11.23b	prototype	prototype	chr10	30476115	30482420	+	rmsk	HARLEQUIN_10p11.23b	HARLEQUIN_10p11.23b	ERV1	LTR2	Harlequin-int	
ERV316A3_10p11.23	internal	internal	chr10	30514933	30515815	+	rmsk	ERV316A3_10p11.23	ERV316A3_10p11.23	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVP71A_10p11.23	oneside	oneside	chr10	30562477	30565904	+	rmsk	HERVP71A_10p11.23	HERVP71A_10p11.23	ERV1	HERVP71A-int	HERVP71A-int	
ERVLE_10p11.23	internal	internal	chr10	30793645	30797432	+	rmsk	ERVLE_10p11.23	ERVLE_10p11.23	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_10p11.22a	oneside	oneside	chr10	31126525	31129023	-	rmsk	ERV316A3_10p11.22a	ERV316A3_10p11.22a	ERVL	LTR16A	ERV3-16A3_I-int	
ERV316A3_10p11.22b	oneside	oneside	chr10	31594473	31596944	+	rmsk	ERV316A3_10p11.22b	ERV316A3_10p11.22b	ERVL	LTR16A1	ERV3-16A3_I-int	
ERVLB4_10p11.22a	oneside	oneside	chr10	31636489	31637631	-	rmsk	ERVLB4_10p11.22a	ERVLB4_10p11.22a	ERVL	MLT2B1	ERVL-B4-int	
ERVLE_10p11.22a	unknown	unknown	chr10	31739581	31744654	+	rmsk	ERVLE_10p11.22a	ERVLE_10p11.22a	ERVL	ERVL-E-int	ERVL-E-int	
HERVFRD_10p11.22a	oneside	oneside	chr10	31951962	31953948	-	rmsk	HERVFRD_10p11.22a	HERVFRD_10p11.22a	ERV1	MER50	MER50-int	
HERVFRD_10p11.22b	oneside	oneside	chr10	31958450	31963114	-	rmsk	HERVFRD_10p11.22b	HERVFRD_10p11.22b	ERV1	MER50-int	MER50-int	
ERV316A3_10p11.22c	internal	internal	chr10	32004895	32005791	+	rmsk	ERV316A3_10p11.22c	ERV316A3_10p11.22c	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVH_10p11.22	prototype	prototype	chr10	32133699	32138852	-	rmsk	HERVH_10p11.22	HERVH_10p11.22	ERV1	LTR7B	HERVH-int	
ERV316A3_10p11.22d	oneside	oneside	chr10	32437173	32439055	-	rmsk	ERV316A3_10p11.22d	ERV316A3_10p11.22d	ERVL	LTR16B1	ERV3-16A3_I-int	
HERVL40_10p11.22	oneside	oneside	chr10	32440286	32441789	+	rmsk	HERVL40_10p11.22	HERVL40_10p11.22	ERVL	LTR40a	HERVL40-int	
ERVLE_10p11.22b	internal	internal	chr10	32751007	32752580	-	rmsk	ERVLE_10p11.22b	ERVLE_10p11.22b	ERVL	ERVL-E-int	ERVL-E-int	
ERVLB4_10p11.22b	internal	internal	chr10	32761330	32766853	+	rmsk	ERVLB4_10p11.22b	ERVLB4_10p11.22b	ERVL	ERVL-B4-int	ERVL-B4-int	
HERVL_10p11.22a	oneside	oneside	chr10	32797694	32803046	-	rmsk	HERVL_10p11.22a	HERVL_10p11.22a	ERVL	HERVL-int	HERVL-int	
HERVL_10p11.22b	prototype	prototype	chr10	32825222	32830177	+	rmsk	HERVL_10p11.22b	HERVL_10p11.22b	ERVL	MLT2A1	HERVL-int	
HERVL74_10p11.22	internal	internal	chr10	32890892	32892954	-	rmsk	HERVL74_10p11.22	HERVL74_10p11.22	ERVL	HERVL74-int	HERVL74-int	
ERV316A3_10p11.22e	oneside	oneside	chr10	33580589	33586855	-	rmsk	ERV316A3_10p11.22e	ERV316A3_10p11.22e	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLE_10p11.22c	internal	internal	chr10	33752412	33758000	-	rmsk	ERVLE_10p11.22c	ERVLE_10p11.22c	ERVL	ERVL-E-int	ERVL-E-int	
HERVE_10p11.21	prototype	prototype	chr10	34969035	34975620	+	rmsk	HERVE_10p11.21	HERVE_10p11.21	ERV1	LTR2C	HERVE-int	
ERVLB4_10p11.21	oneside	oneside	chr10	34999279	35001258	+	rmsk	ERVLB4_10p11.21	ERVLB4_10p11.21	ERVL	ERVL-B4-int	ERVL-B4-int	
ERV316A3_10p11.21a	oneside	oneside	chr10	35223108	35224381	+	rmsk	ERV316A3_10p11.21a	ERV316A3_10p11.21a	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_10p11.21b	internal	internal	chr10	35273618	35277559	-	rmsk	ERV316A3_10p11.21b	ERV316A3_10p11.21b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVH_10p11.21	prototype	prototype	chr10	35401605	35408752	-	rmsk	HERVH_10p11.21	HERVH_10p11.21	ERV1	LTR7B	HERVH-int	
LTR57_10p11.21	internal	internal	chr10	35522654	35523343	+	rmsk	LTR57_10p11.21	LTR57_10p11.21	ERVL	LTR57-int	LTR57-int	
HERVL_10p11.21	internal	internal	chr10	36473569	36476361	+	rmsk	HERVL_10p11.21	HERVL_10p11.21	ERVL	HERVL-int	HERVL-int	
ERV316A3_10p11.21c	oneside	oneside	chr10	36728483	36730084	-	rmsk	ERV316A3_10p11.21c	ERV316A3_10p11.21c	ERVL	LTR16B	ERV3-16A3_I-int	
ERV316A3_10p11.21d	internal	internal	chr10	36730376	36731555	-	rmsk	ERV316A3_10p11.21d	ERV316A3_10p11.21d	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERV9_10p11.21	prototype	prototype	chr10	37274421	37285722	-	rmsk	HERV9_10p11.21	HERV9_10p11.21	ERV1	LTR12C	HERV9-int	
HUERSP3_10p11.21	prototype	prototype	chr10	37320772	37326042	+	rmsk	HUERSP3_10p11.21	HUERSP3_10p11.21	ERV1	LTR9A1	HUERS-P3-int	
ERV316A3_10p11.21e	oneside	oneside	chr10	37449302	37451140	+	rmsk	ERV316A3_10p11.21e	ERV316A3_10p11.21e	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLE_10p11.21	internal	internal	chr10	37784211	37786335	+	rmsk	ERVLE_10p11.21	ERVLE_10p11.21	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_10p11.21f	internal	internal	chr10	37930138	37934250	-	rmsk	ERV316A3_10p11.21f	ERV316A3_10p11.21f	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVS71_10p11.21	prototype	prototype	chr10	37934819	37943976	+	rmsk	HERVS71_10p11.21	HERVS71_10p11.21	ERV1	LTR6A	HERVS71-int	
LTR57_10p11.1	internal	internal	chr10	38229084	38229937	-	rmsk	LTR57_10p11.1	LTR57_10p11.1	ERVL	LTR57-int	LTR57-int	
MER4B_10p11.1	internal	internal	chr10	38229938	38230139	-	rmsk	MER4B_10p11.1	MER4B_10p11.1	ERV1	MER4B-int	MER4B-int	
MER61_10p11.1	internal	internal	chr10	38230526	38231180	+	rmsk	MER61_10p11.1	MER61_10p11.1	ERV1	MER61-int	MER61-int	
ERV316A3_10p11.1a	internal	internal	chr10	38626800	38628116	+	rmsk	ERV316A3_10p11.1a	ERV316A3_10p11.1a	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_10p11.1b	oneside	oneside	chr10	38630974	38632555	+	rmsk	ERV316A3_10p11.1b	ERV316A3_10p11.1b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVK11_10p11.1	prototype	prototype	chr10	39042475	39051555	+	rmsk	HERVK11_10p11.1	HERVK11_10p11.1	ERVK	MER11A	HERVK11-int	
HML1_10p11.1	prototype	prototype	chr10	39080463	39083420	-	rmsk	HML1_10p11.1	HML1_10p11.1	ERVK	LTR14A	HERVK14-int	
HERVKC4_10p11.1	oneside	oneside	chr10	39107015	39112474	+	rmsk	HERVKC4_10p11.1	HERVKC4_10p11.1	ERVK	HERVKC4-int	HERVKC4-int	
HML3_10p11.1a	oneside	oneside	chr10	39197740	39202524	-	rmsk	HML3_10p11.1a	HML3_10p11.1a	ERVK	MER9a2	HERVK9-int	
HERVS71_10p11.1	prototype	prototype	chr10	39202525	39209158	-	rmsk	HERVS71_10p11.1	HERVS71_10p11.1	ERV1	LTR6A	HERVS71-int	
HML3_10p11.1b	oneside	oneside	chr10	39209161	39210871	-	rmsk	HML3_10p11.1b	HML3_10p11.1b	ERVK	HERVK9-int	HERVK9-int	
HERVL_10q11.21a	prototype	prototype	chr10	42186770	42190779	+	rmsk	HERVL_10q11.21a	HERVL_10q11.21a	ERVL	MLT2A1	HERVL-int	
ERV316A3_10q11.21a	oneside	oneside	chr10	42285279	42286834	-	rmsk	ERV316A3_10q11.21a	ERV316A3_10q11.21a	ERVL	LTR16	ERV3-16A3_I-int	
ERV316A3_10q11.21b	internal	internal	chr10	42289681	42290997	-	rmsk	ERV316A3_10q11.21b	ERV316A3_10q11.21b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
MER41_10q11.21	prototype	prototype	chr10	42376380	42379774	-	rmsk	MER41_10q11.21	MER41_10q11.21	ERV1	MER41B	MER41-int	
HERVFH19_10q11.21	prototype	prototype	chr10	42384057	42393513	-	rmsk	HERVFH19_10q11.21	HERVFH19_10q11.21	ERV1	LTR19A	HERVFH19-int	
MER61_10q11.21	oneside	oneside	chr10	42395784	42396996	-	rmsk	MER61_10q11.21	MER61_10q11.21	ERV1	MER61A	MER61-int	
MER4B_10q11.21	internal	internal	chr10	42397375	42398000	+	rmsk	MER4B_10q11.21	MER4B_10q11.21	ERV1	MER4B-int	MER4B-int	
HML3_10q11.21a	prototype	prototype	chr10	42486524	42494602	+	rmsk	HML3_10q11.21a	HML3_10q11.21a	ERVK	MER9B	HERVK9-int	
HML3_10q11.21b	prototype	prototype	chr10	42494899	42502222	+	rmsk	HML3_10q11.21b	HML3_10q11.21b	ERVK	MER9a1	HERVK9-int	
HML3_10q11.21c	prototype	prototype	chr10	42506072	42510738	-	rmsk	HML3_10q11.21c	HML3_10q11.21c	ERVK	MER9a2	HERVK9-int	
ERVLB4_10q11.21	oneside	oneside	chr10	42844649	42849633	-	rmsk	ERVLB4_10q11.21	ERVLB4_10q11.21	ERVL	ERVL-B4-int	ERVL-B4-int	
HML1_10q11.21	internal	internal	chr10	43299360	43300924	-	rmsk	HML1_10q11.21	HML1_10q11.21	ERVK	HERVK14-int	HERVK14-int	
HML5_10q11.21	prototype	prototype	chr10	43300927	43306616	-	rmsk	HML5_10q11.21	HML5_10q11.21	ERVK	LTR22B	HERVK22-int	
ERV316A3_10q11.21c	internal	internal	chr10	43325844	43326859	-	rmsk	ERV316A3_10q11.21c	ERV316A3_10q11.21c	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVL74_10q11.21	internal	internal	chr10	43507837	43509420	+	rmsk	HERVL74_10q11.21	HERVL74_10q11.21	ERVL	HERVL74-int	HERVL74-int	
HERVL_10q11.21b	prototype	prototype	chr10	43509421	43516879	-	rmsk	HERVL_10q11.21b	HERVL_10q11.21b	ERVL	MLT2A1	HERVL-int	
HERV3_10q11.21a	oneside	oneside	chr10	43583451	43586830	-	rmsk	HERV3_10q11.21a	HERV3_10q11.21a	ERV1	LTR61	HERV3-int	
HML3_10q11.21d	prototype	prototype	chr10	43586832	43591985	+	rmsk	HML3_10q11.21d	HML3_10q11.21d	ERVK	MER9a3	HERVK9-int	
HERV3_10q11.21b	oneside	oneside	chr10	43591986	43597077	-	rmsk	HERV3_10q11.21b	HERV3_10q11.21b	ERV1	HERV3-int	HERV3-int	
ERVLE_10q11.21	internal	internal	chr10	43898266	43899656	-	rmsk	ERVLE_10q11.21	ERVLE_10q11.21	ERVL	ERVL-E-int	ERVL-E-int	
LTR19_10q11.21	oneside	oneside	chr10	45274512	45278972	-	rmsk	LTR19_10q11.21	LTR19_10q11.21	ERV1	LTR19A	LTR19-int	
HML6_10q11.21	prototype	prototype	chr10	45278976	45286905	+	rmsk	HML6_10q11.21	HML6_10q11.21	ERVK	LTR3	HERVK3-int	
HERVL_10q11.21c	oneside	oneside	chr10	45336528	45341477	+	rmsk	HERVL_10q11.21c	HERVL_10q11.21c	ERVL	MLT2A1	HERVL-int	
HERVH_10q11.22	prototype	prototype	chr10	45571174	45576085	+	rmsk	HERVH_10q11.22	HERVH_10q11.22	ERV1	LTR7	HERVH-int	
MER4_10q11.22a	oneside	oneside	chr10	46137666	46140632	-	rmsk	MER4_10q11.22a	MER4_10q11.22a	ERV1	MER4-int	MER4-int	
ERVL_10q11.22a	oneside	oneside	chr10	46157064	46158485	-	rmsk	ERVL_10q11.22a	ERVL_10q11.22a	ERVL	MLT2B4	ERVL-int	
MER4_10q11.22b	oneside	oneside	chr10	46208910	46211877	+	rmsk	MER4_10q11.22b	MER4_10q11.22b	ERV1	MER4A1	MER4-int	
MER101_10q11.22a	oneside	oneside	chr10	46258213	46262072	+	rmsk	MER101_10q11.22a	MER101_10q11.22a	ERV1	MER101-int	MER101-int	
ERVLE_10q11.22a	internal	internal	chr10	46471430	46471996	+	rmsk	ERVLE_10q11.22a	ERVLE_10q11.22a	ERVL	ERVL-E-int	ERVL-E-int	
MER101_10q11.22b	internal	internal	chr10	46483419	46484867	+	rmsk	MER101_10q11.22b	MER101_10q11.22b	ERV1	MER101-int	MER101-int	
MER101_10q11.22c	internal	internal	chr10	46485290	46486500	+	rmsk	MER101_10q11.22c	MER101_10q11.22c	ERV1	MER101-int	MER101-int	
MER4_10q11.22c	oneside	oneside	chr10	46844156	46847115	-	rmsk	MER4_10q11.22c	MER4_10q11.22c	ERV1	MER4-int	MER4-int	
ERVL_10q11.22b	oneside	oneside	chr10	46863173	46864574	-	rmsk	ERVL_10q11.22b	ERVL_10q11.22b	ERVL	MLT2B4	ERVL-int	
ERVLE_10q11.22b	oneside	oneside	chr10	46952098	46952980	-	rmsk	ERVLE_10q11.22b	ERVLE_10q11.22b	ERVL	MLT2F	ERVL-E-int	
ERVLB4_10q11.22a	oneside	oneside	chr10	46976966	46982057	+	rmsk	ERVLB4_10q11.22a	ERVLB4_10q11.22a	ERVL	MLT2D	ERVL-B4-int	
ERV316A3_10q11.22a	oneside	oneside	chr10	47288922	47291726	-	rmsk	ERV316A3_10q11.22a	ERV316A3_10q11.22a	ERVL	LTR16	ERV3-16A3_I-int	
ERV316A3_10q11.22b	oneside	oneside	chr10	47292217	47295677	-	rmsk	ERV316A3_10q11.22b	ERV316A3_10q11.22b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
MER101_10q11.22d	internal	internal	chr10	47898179	47901255	-	rmsk	MER101_10q11.22d	MER101_10q11.22d	ERV1	MER101-int	MER101-int	
ERVLE_10q11.22c	internal	internal	chr10	47912664	47913230	-	rmsk	ERVLE_10q11.22c	ERVLE_10q11.22c	ERVL	ERVL-E-int	ERVL-E-int	
ERVLB4_10q11.22b	oneside	oneside	chr10	48069799	48074884	-	rmsk	ERVLB4_10q11.22b	ERVLB4_10q11.22b	ERVL	ERVL-B4-int	ERVL-B4-int	
ERVLE_10q11.22d	oneside	oneside	chr10	48098835	48099717	+	rmsk	ERVLE_10q11.22d	ERVLE_10q11.22d	ERVL	ERVL-E-int	ERVL-E-int	
MER34B_10q11.22	prototype	prototype	chr10	48226479	48231674	+	rmsk	MER34B_10q11.22	MER34B_10q11.22	ERV1	MER34	MER34B-int	
ERVLB4_10q11.22c	oneside	oneside	chr10	48282094	48283328	-	rmsk	ERVLB4_10q11.22c	ERVLB4_10q11.22c	ERVL	MLT2B2	ERVL-B4-int	
HERVP71A_10q11.22	prototype	prototype	chr10	48330535	48335179	-	rmsk	HERVP71A_10q11.22	HERVP71A_10q11.22	ERV1	LTR71A	HERVP71A-int	
HERVW_10q11.23	oneside	oneside	chr10	48665296	48667004	-	rmsk	HERVW_10q11.23	HERVW_10q11.23	ERV1	LTR17	HERV17-int	
HERVL_10q11.23	prototype	prototype	chr10	48990714	48997769	-	rmsk	HERVL_10q11.23	HERVL_10q11.23	ERVL	MLT2A1	HERVL-int	
MER41_10q11.23	prototype	prototype	chr10	49543227	49550170	-	rmsk	MER41_10q11.23	MER41_10q11.23	ERV1	MER41B	MER41-int	
